company_name,recruiter_name,job_title,location,employment_type,job_level,job_function,salary_lower,salary_upper,salary_period,num_applications,posted_date,address,experience,closing_date,job_description
GMP TECHNOLOGIES (S) PTE LTD,,Data Analyst (Python / R) - Healthcare | Perm,Central,Permanent,Executive,Junior Information Technology,3800,4300,Monthly,8,02 Apr 2024,"ONE FINLAYSON GREEN, 1 FINLAYSON GREEN 049246",3,02 May 2024,"Roles & Responsibilities
Job Responsibilities:
Collate large, complex data sets from diverse data sources
Responsible for data preparation, data mining, to generate and identify opportunities through analytics.
Perform exploratory data analysis and provide rapid iterations to refine issues and identify potential solutions
Interpret and effectively communicate analytical findings and insights to both technical and non-technical stakeholders, facilitating data-driven decision-making
Play a role in advancing data science infrastructure, tools, and frameworks to enhance efficiency in data analysis, experimentation, and model deployment
Abide and adhere to data governance policies in servicing data extraction or report requests, metrics and dashboards
Job Requirements:
Master’s / Bachelor’s Degree in a quantitative discipline (e.g., statistics, biomedical informatics, computer science, applied mathematics, or similar), with 3 years of relevant experience
Possessed experience with Python, R, or similar programming languages
Working knowledge of data analysis tools and databases
Strong analytical skills, with experience solving problems using data and providing practical business insights
Comfortable with dealing with sets of data points from different sources
Excellent communication and interpersonal skills to effectively collaborate with diverse stakeholders
To apply, please visit www.gmprecruit.com and search for Job Reference: 24105
To learn more about this opportunity, please contact Yi Fang at yifang.law@gmprecruit.com
We regret that only shortlisted candidates will be notified.

GMP Technologies (S) Pte Ltd | EA License: 11C3793 | EA Personnel: Law Yi Fang | Registration No: R1113115"
BIOQUEST ADVISORY PTE. LTD.,,AI Consulting Assistant *Fresh Diploma Grads are Welcome*,Islandwide,Contract,Fresh/Entry Level,Consulting,3000,4000,Monthly,1,02 Apr 2024,,,02 May 2024,"Roles & Responsibilities
We are looking for motivated and talented individuals with a diploma in Computer Science, Data Science, or related technical fields, passionate about making a mark in the AI consulting industry. This role is a fantastic opportunity for those with foundational knowledge in AI and a desire to grow their expertise in a dynamic, project-driven environment.

As an AI Consulting Assistant, your role will involve:

1. Client Engagement Support
· Assist in understanding client needs and brainstorming how AI can solve real-world business issues alongside our experienced consultants.
· Support in the creation and presentation of client-facing materials, clearly outlining the value and objectives of AI initiatives.

2. Data Handling and Analysis
· Participate in data preparation activities, including collection, cleaning, and management, under the mentorship of seasoned professionals.
· Learn and apply data management best practices to assist in readying data for AI model development.

3. AI Model Development Support
· Support the development and deployment of AI models by participating in preliminary experiments and analysis with the oversight of senior team members.
· Aid in the assessment and refinement of AI models, focusing on incremental improvements for better outcomes.

4. Automation of Business Processes
· Engage in automation projects to understand and contribute to the efficiency of business operations.
· Acquire practical skills in coding and configuring automation tools, with an emphasis on simplifying routine tasks.

5. Team Collaboration
· Join forces with interdisciplinary teams to support AI-driven projects, embracing a collaborative approach to achieve project goals.
· Actively engage in project discussions, sharing ideas and learning project management skills.

6. Innovation and Learning
· Participate in innovation drives by exploring new AI technologies and approaches.
· Stay updated on AI industry trends and tools, adding value to the team's collective expertise.

Our focus technologies:
· Generative AI Automation
· Graph Deep Network Linkage Analytics with Graph Data Science
· Generative AI Analytics
· Generative AI Retrieval-Augmented Generation (RAG)
· Logical First Data Management

Your Profile

· Diploma in Computer Science, Data Science, Statistical Mathematics, Engineering, or related technical disciplines.
· A basic understanding of AI principles, data science, and good programming skills in Python, SQL, OOP. Exposure to Intelligent Automation – IDP and RPA a plus
· Eagerness to learn about Graph Data Science, Cloud Services, and Automation Tools.
· Strong analytical skills, problem-solving capabilities, and effective communication skills.
· A genuine interest in leveraging AI for strategic business solutions.

Why join us?

At BioQuest, we value collaboration, teamwork, and knowledge sharing. Our culture is supportive and inclusive, with a strong emphasis on ethics and diversity. You'll have opportunities to learn about emerging technologies, receive mentorship from experienced consultants, and work in a supportive and collaborative environment. For high performers, there is an excellent career growth path.

We are an equal opportunity employer and welcome applicants from all backgrounds."
BIOQUEST ADVISORY PTE. LTD.,,AI Internship to Permanent,Islandwide,Internship/Attachment,Fresh/Entry Level,Banking And Finance,1030,1030,Monthly,1,02 Apr 2024,,,02 May 2024,"Roles & Responsibilities
This AI internship is designed for final year student aiming to carve a niche in artificial intelligence within the consulting industry, offering a unique chance to work as assistants to senior consultants on cutting-edge AI projects. The role is crafted to provide an immersive learning experience, exposing interns to the practical applications of AI in solving complex business problems for a diverse range of clients. Interns will assist in the entire lifecycle of AI projects, from understanding client needs to deploying AI solutions, under the guidance and mentorship of experienced AI professionals. This supportive environment aims to nurture the next generation of AI consultants by equipping them with critical skills and insights into AI's strategic implementation in business contexts.

Examples of tasks that interns would do at our firm:

1. Support in Client Engagements
• Assist senior consultants in gathering and analysing client requirements to understand how AI can address specific business challenges.
• Help in preparing materials for client meetings and presentations, ensuring clear communication of AI project scopes and objectives.

2. Support in Data Engineering and Management
• Assist in data engineering tasks, including data collection, cleaning, preprocessing, and management, under the guidance of experienced professionals.
• Learn and apply best practices in data management to support the preparation of datasets for AI model development.

3. Assistance in AI Model Development and Deployment
• Support the design, training, and deployment of AI models, contributing to preliminary experiments and analysis under the supervision of senior team members.
• Participate in the evaluation and optimization of AI models, aiding in the identification of improvement areas to enhance performance.

4. Support with Automation and Process Optimization
• Contribute to automation projects, including those utilizing RPA (Robotic Process Automation) and generative AI, to learn about streamlining business processes and reducing manual tasks.
• Gain experience in coding and configuring automation tools and scripts, focusing on automating repetitive tasks and operational procedures.

5. Collaborative Project Work
• Engage in collaborative work with cross-functional teams, providing AI-related support and learning from the multidisciplinary approach to project execution.
• Participate in project meetings and discussions, offering assistance while gaining exposure to project management practices.

6. Innovation and Continuous Learning:
• Support innovation initiatives by assisting in research and the exploration of new AI technologies and methodologies.
• Stay informed about the latest AI trends and tools, contributing to the team's knowledge base.

This AI internship, centred around assisting senior consultants, offers a unique blend of learning opportunities and practical exposure to AI in the consulting realm. Interns will emerge from the program with a deep understanding of how AI technologies can be applied to drive business value, laying a solid foundation for a career in AI consulting.

Our focus technologies:
• Generative AI Automation
• Graph Deep Network Linkage Analytics with Graph Data Science
• Generative AI Analytics
• Generative AI Retrieval-Augmented Generation (RAG)
• Logical First Data Management

Your Profile

We're looking for final year students currently pursuing degrees in Computer Science/Data Science, Statistical Mathematics, Engineering, Actuarial Science, or related fields with a strong background in AI, data science and programming. Proficiency in SQL and Python programming is required.

Exposure to any of the following would be advantageous:
• Graph Data Science: Neo4j, AWS Neptune
• GenAI/LLM
• Cloud Cognitive Services (Azure – Cognitive Services, AWS – Bedrock, Sagemaker, GCP – Vertex AI)
• Automation Tools: Intelligent Document Processing (IDP) (Laiye, UiPath, Abbyy) and Robotic Process Automation (RPA)
• Logical First Data Approach (Denodo)
• Object-oriented programming

We're seeking enthusiastic learners with strong analytical and problem-solving skills, good communication skills, and a customer service attitude. You should enjoy working in a team and be able to commit to a six-month internship.

Why join us?
At BioQuest, we value collaboration, teamwork, and knowledge sharing. Our culture is supportive and inclusive, with a strong emphasis on ethics and diversity. You'll have opportunities to learn about emerging technologies, receive mentorship from experienced consultants, and work in a supportive and collaborative environment. For high performers, there is an excellent career growth path.

We are an equal opportunity employer and welcome applicants from all backgrounds."
DHL EXPRESS (SINGAPORE) PTE. LTD.,Recommended based on your skills & job applications,Data Scientist,Central,Permanent,Professional,Logistics / Supply Chain4 Years Exp,8400,15000,Monthly,209,05 Mar 2024,"APERIA TOWER 2, #11-10 10 KALLANG AVENUE 339510",4,04 Apr 2024,"Roles & Responsibilities
Role Purpose

In addition to applying advanced statistical and machine learning techniques, the Data Scientist takes on additional responsibilities related to team leadership and technology focus. This role requires strong technical expertise and the ability to guide and mentor a team of data scientists.

How will you contribute to the success of DHL?
Collaborate with stakeholders to define data science strategies, objectives, and priorities.
Drive the development and deployment of complex predictive models and machine learning algorithms.
Accountable for data science input into the design, development, and implementation of major solutions, and where necessary methodological direction provided to direct reports.
Accountable (owns) the completeness and accuracy of the Analytics Requirements.
Owns the configuration and Implementation of data science models using the agreed technologies components (e.g., Python).
Able to manage multiple deployments concurrently.
Ownership of Analytics Quality assurance and testing for solutions within the scope of the domain.
Lead and manage data scientists assigned within product development, providing technical guidance, mentorship, and performance feedback.
Communicate data science initiatives and results to senior management and other relevant stakeholders.
Update the team with the latest advancements in data science technologies and tools and assess their potential impact on the team's work.
Requirements
Advanced degree or equivalent experience in the quantitative field: Statistics, Mathematics, Computer Science, Engineering, Data Science, or Analytics.
4+ years of experience in statistical / ML data modeling and business intelligence/data mining.
Diverse knowledge of where to apply and how to evaluate results of statistical, machine learning, and data mining techniques.
Fluency in programming languages\frameworks: SQL, Python, TensorFlow.
Strong visual design skills used in creating information-dense, easy-to-understand reports and dashboards (with examples): Tableau, MS Power BI, Python, or JavaScript-based visualizations.
Working knowledge of Agile and DataOps.
Must be able to work collaboratively with cross-functional cross-geographical teams to analyze and understand business needs.
Good knowledge of at least two functional areas: customer relationships and sales, freight forwarding/express/e-com/logistics operations, pricing, customer service, aviation operations, finance, and billing.
Excellent communication and presentation skills (English), including translating technical concepts for non-technical stakeholders."
BIOFOURMIS SINGAPORE PTE. LTD.,,"Senior Manager, System Engineering",West,Permanent,Manager,Engineering,8000,10000,Monthly,1,02 Apr 2024,"VISION EXCHANGE, 2 VENTURE DRIVE 608526",5,02 May 2024,"Roles & Responsibilities
Support systems engineering efforts for complex, data-science driven, turnkey medical solutions that span hardware devices, mobile phone apps, and cloud backend; responsibilities for supporting and reporting on all phases of the product development and operations lifecycle including hardware assembly and integration, software builds, releases and updates, configuration control, requirements, design, and test execution.
Collaborate with a diverse technical team to lead the creation, update, and maintainance of documentation that is or will become part of the product design history file (DHF) for medical therapeutics solutions.
Conduct Risk Management activities to ensure that design and process shortcomings are identified and appropriately addressed using tools such as Fault Tree Analysis (FTA), Operator Misuse Analysis (OMA), and Failure Mode and Effects Analysis (FMEA) activities when applicable.
Facilitate transparent communication between teams and stakeholders, providing regular project updates and metrics addressing any technical or scheduling challenges.
Work with subsystem teams and domain subject matter experts in the identification, logging, assessment, and resolution of integration and test issues.
Provide technical guidance for product design, development, integration, testing, and reliability improvements.
Provide input for submissions to regulatory bodies and governmental agencies.
Works with the RA/QA team to ensure product and procedural compliance to regulatory standards.
Respond rapidly and flexibly to emerging issues in production, quality, and engineering.
Manage a comprehensive solution for capturing requirements, traceability, verification and validation testing suite
Identify, champion and drive formal and informal process improvement efforts.
Own and lead execution and closure of CAPAs and NCRs
Works closely with the VP of Systems Engineering to identify and drive toward team-wide metrics
Cultivate a culture of continuous improvement by staying informed about industry trends technological advancements, and emerging tools in medical device systems engineering, human factors, design controls, reliability testing, and software development.
Build and mentor a team of systems engineers to ensure that engineering and quality processes are implemented effectively and consistently across all products.
Actively participate in attracting, selecting, retention, and developing the team."
CASTLERY PRIVATE LIMITED,,Senior Data Scientist,Central,Permanent,Senior Executive,Information Technology,6000,10000,Monthly,5,02 Apr 2024,,3,02 May 2024,"Roles & Responsibilities
About Castlery

Castlery creates furniture that opens everyones’ eyes to the spaces they already have - and the life that’s yet to be lived in them. By working directly with designers and manufacturers, we bring iconic high-end furniture to our customers without high street price tag.

As an e-commerce and retail startup, we move decisively based on good data and leverage on technological solutions to supercharge our operations. We combine our individual passions and skills to create innovative work that’s as exciting and unconventional as the business itself.

What You’ll Be Doing

Build end-to-end data science products for all departments, including Marketing, Customer Experience, Supply Chain, Category Management.
Answer key business questions and improve day-to-day decision quality with other teams, applying most appropriate models and data technology.
Conduct thorough experiment design, data analysis and model validation to ensure the accuracy and reliability of predictions and recommendations.
Stay abreast of the latest developments in machine learning, optimisation, and large language models; apply learnings incrementally in the company.
Communicate complex data science concepts and the results of analyses in a clear and effective manner to stakeholders at all levels; coach data practitioners in the company.

What You’ll Need

University degree in Mathematics/ Statistics, Computer Science/ Engineering, Data Science or other equivalent degrees with outstanding record of academic achievement.
Minimum 3 years of relevant experience as a Data Scientist
Strong programming skills in Python/ R, with hands-on experience in statistical analysis, machine learning modelling and model deployment.
Deep understanding of various machine learning techniques, including supervised and unsupervised learning, deep learning, NLP, and their appropriate uses.
Experience with large language models, optimisation methods and their applications.
Entrepreneurial spirit to develop innovative solutions from scratch.
Ability to deliver complex ideas effectively, both verbally and in writing, in English.

The Perks

Awesome co-workers
International business and operations exposure
A dynamic environment that offers a wealth of learning opportunities and room to make an impact in the business
Remuneration: Negotiable
Location: Based in Singapore"
SYNAPXE PTE. LTD.,,Project Manager (Data Science),North,Permanent,Middle Management,Information Technology,9000,14000,Monthly,57,02 Apr 2024,6 SERANGOON NORTH AVENUE 5 554910,8,02 May 2024,"Roles & Responsibilities
Responsibilities:
Define strategy and implement the plan to coordinate and aggregate demand across all Public Healthcare Institution (PHI) through internal and external forums.
Scan industry and landscape for promising new areas in AI solutions based on MOH’s defined strategic objectives & thematic areas
Engage users on new tech & pilot explorations, and manage the pilot lifecycle.
Work with multiple stakeholders to identify, scope and support the implementation of POC, POV, pilot innovation projects, and manage and track life-cycle of innovation projects at each of the Explore, MVP, POC, POV and Scaling stage.
Share knowledge and information on use cases and work with the funding agencies to identify and evaluate collaborators/providers that offer potential solutions that best suit the needs of users.
Coordinate and communicate with the funding agencies (if applicable) whose investment and grant objectives are relevant to the potential solution at the POC or MVP stages.
Participate as internal review and/or evaluation panelists during the screening and selection process as deemed appropriate by department/division.
Manage AI and tech programmes, track and report to senior management / programme office and retain engagement with the stakeholders throughout the innovation life cycle.
Requirements / Qualifications

Preferably 10 years’ experience and have hands-on experience in project management, client management of medium to large-scale projects, including innovation projects.
Strong interpersonal skills with the ability to work with different groups of stakeholders.
Possess leadership qualities.
Experience in the healthcare industry or experience in developing different types of incubation programs for startups would also be an added advantage.
Degree in Computer Science, Computer Engineering, Data Science or equivalent."
SYNAPXE PTE. LTD.,,Senior Data Engineer,North,Permanent,Manager,Information Technology,8000,12000,Monthly,31,02 Apr 2024,6 SERANGOON NORTH AVENUE 5 554910,7,02 May 2024,"Roles & Responsibilities
We are expanding our strong data science team and are looking for talented AI practitioner with applied experience in the fields of Machine Learning and Deep learning to join us. This role is best suited for candidate that is interested in developing new AI application that has a direct and immense, real-world healthcare impact.
You need to have a deep passion for analyzing and resolving healthcare problems. You display an intellectual curiosity about the business needs as well as the capability to engage with stakeholders to understand business issues.
Critical Work Functions and Key Tasks:
Analyze data
Scope out problem definition and hypothesis for analysis for image related use case
Responsible for image analysis, synthesis and other aspects of algorithm development, including visual recognition, object detection, segmentation and medical image processing, etc.
Responsible for the exploration of cutting-edge technology in image related algorithms and ensure the technologies get successfully applied.
Design experiments to test data assumptions
Evaluate experiment outcomes to draw actionable conclusions
Deploy data models across different channels and customer platforms
Collaborative work
Partner with stakeholders to translate business problems into data science projects
Develop strategies to identify, acquire and use appropriate data sets to develop practical solutions and support decision making
Maintain an advanced knowledge of trends affecting the industry
Present insights
Synthesize findings into actionable insights
Apply data analysis, datamining and data processing to present data clearly
Provide rationale, business cases and ROI models to support investment
Requirements / Qualifications
PhD or Masters in a quantitative field such as Mathematics, Statistics, Information Technology, Physics, Engineering, Finance or equivalent
Solid research and engineering background and experience in computer vision, machine learning, and image processing/analysis algorithms.
Good experience with Python or R is prerequisite
Good experience with Deep learning framework e.g. Tensorflow, keras, Pytorch is prerequisite
Hands on experience in the development of image classification, object detection, segmentation or related is preferred.
Good experience with SQL and/or NoSQL is preferred
Preferably 5 - 7 years of relevant working experience.
Proven communication skill to explain insights from technical work to non-technical audience through presentation or other means"
DANONE ASIA PACIFIC HOLDINGS PTE. LTD.,,Data Scientist,Central,Full Time,Manager,F&B,7000,13000,Monthly,15,02 Apr 2024,"MAPLETREE ANSON, 60 ANSON ROAD 079914",3,16 Apr 2024,"Roles & Responsibilities
The Data Science team in Singapore works with several global teams and supports critical functionalities through Machine Learning (ML) and analytics. The team specializes in creating ML models using multi-modal data (including tabular data, free-text, image, video, audio, etc.) that power many digital health tools which ease real-world data capture and analyze real-world/clinical data such as those obtained from apps on cellular phones, websites, wearables, biological samples provided to labs, clinical studies, etc. to generate real-world evidence.

The Data Science team is looking to expand its team with new Health Data Scientists who will work on a multitude of projects in various areas.

What will you be doing in this role?
In this role, you will be working with both internal and external stakeholders across the world on multiple projects involving real-world data, clinical trial data, and genomic data from labs.

You will be responsible for designing and implementing ML algorithms, oftentimes incorporating deep learning technologies. It is expected that you will be continuously upgrading yourself, not only on ML, but also on the basics of the specific medical domain that you will be working on.

Finally, you will be communicating your results to multiple stakeholders both within Danone, as well as outside of Danone.

To be successful in this role you will need …

The following technical skills and experience
• A Masters/Ph.D. in a technical field
• Strong foundation in programming, especially in Python
• Prior experience in designing and implementing ML solutions
• Extensive knowledge of deep-learning and proficiency in at least one deep learning framework
• Comfortable with creating/using MLOps frameworks as required
• Project-management skills including, defining projects, scope, resource requirements, timelines, evaluation criteria, etc.
• Comfortable with popular cloud frameworks such as AWS/Azure
• 2-3 years of work experience in the field of Data Science in a healthcare-company will be a huge plus
• A background in microbiology/biological sciences will be a plus
• Knowledge of project management frameworks such as Kanban, Scrum, and which to use for a particular project will be a huge plus

These soft skills:
• Be comfortable with stakeholder management and engagement
• The ability to communicate with business users, understand their needs, and translating business problems into tangible data science projects
• Ability to communicate complex scientific results to business stakeholders"
KRYJAS PRIVATE LIMITED,,Teradata Engineer,Central,Contract,Professional,Information Technology,9000,12500,Monthly,4,02 Apr 2024,"BANGKOK BANK BUILDING, 180 CECIL STREET 069546",8,16 Apr 2024,"Roles & Responsibilities
Responsibilities:
·Provide technical vision and create roadmaps to align with the long-term technology strategy
·Proficient in building data ingestion pipelines to ingest data from heterogeneous sources like RDBMS, Hadoop, Flat Files, REST APIs, AWS S3
·Key player in Hadoop Data Ingestion team which enables data science community to develop analytical/predictive models and implementing ingestion pipelines using Hadoop Eco-System Tools Flume, Sqoop, Hive, HDFS, Pyspark , Trino and Presto sql.
·Work on governance aspects for the Data Analytics applications such as documentation, design reviews, metadata etc
·Extensively use DataStage, Teradata\Oracle utility scripts and Data stage jobs to perform data transformation/Loading across multiple FSLDM layers
·Review and help streamline the design for big data applications and ensure that the right tools are used for the relevant use cases
·Engage users to achieve concurrence on technology provided solution. Conduct review of solution documents along with Functional Business Analyst and Business Unit for sign-off
·Create technical documents (functional/non-functional specification, design specification, training manual) for the solutions. Review interface design specifications created by development team
·Participate in selection of product/tools via RFP/POC.
·Provide inputs to help with the detailed estimation of projects and change requests
·Execute continuous service improvement and process improvement plans
Requirements:
·8 - 10 years of experience with Data Engineering experience in the banking domain including implementation of Data Lake, Data Warehouse, Data Marts, Lake Houses etc
·Experience in data modeling for large scale data warehouses, business marts on Hadoop based databases, Teradata, Oracle etc for a bank
·Expertise in Big Data Ecosystem such as Cloudera (Hive, Impala, Hbase, Ozone, Iceberg), Spark, Presto, Kafka
·Experience in a Metadata tool such as IDMC, Axon, Watson Knowledge Catalog, Collibra etc
·Expertise in designing frameworks using Java, Scala, Python and creation of applications, utilities using these tools
·Expertise in operationalizing machine learning models including optimizing feature pipelines and deployment using batch/API, model monitoring, implementation of feedback loops
·Knowledge of report/dashboards using a reporting tool such as Qliksense, PowerBI
·Expertise in integrating applications with Devops tools
·Knowledge of building applications on MPP appliances such as Teradata, Greenplum, Netezza is a mandatory
·Domain knowledge of the banking industry include subject areas such as Customer, Products, CASA, Cards, Loans, Trade, Treasury, General Ledger, Origination, Channels, Limits, Collaterals, Campaigns etc"
SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,,Research Assistant / Senior Research Assistant,East,Contract,Executive,Non-Sciences / Laboratory / R&D,3400,5600,Monthly,1,02 Apr 2024,8 SOMAPAH ROAD 487372,,16 Apr 2024,"Roles & Responsibilities
Research Assistant positions at Singapore University of Technology and Design (SUTD)

The Aviation Studies Institute in the Singapore University of Technology and Design is established jointly with the Civil Aviation Authority of Singapore. We are dedicated to addressing the needs of aviation stakeholders to advance the development of aviation in the Asia-Pacific region.

The Aviation Studies Institute is now accepting applications for research assistants in data science - operations research with application to air transportation. The successful candidate will join an active group of Principal Investigators to work on developing and analysing models that evaluate the impact of policy prescriptions in airport systems and air-traffic management (ATM).

An ideal candidate will have a degree with expertise in one (or) more of the following areas:
Operations Research, with familiarity in optimisation;
Computer Science, with a familiarity in design and analysis of algorithms;
Data analytics, with familiarity in predictive and econometric models;
Simulation and data visualization;
Software and Tools Development.
Familiarity with programming/scripting is essential (R, Python, or other).
With SUTD located next to the one of the best airports in the world and a stimulating aviation ecosystem, there will be plenty of opportunities to work closely with industry experts to tackle the challenges in ATM modernization and efficient airspace operation.

Interested candidates should forward their CV to Samantha Septribellina (samantha_s@sutd.edu.sg). Review of applications will begin immediately, and the positions will remain open until filled."
NEW TONE CONSULTING PTE. LTD.,,Data Scientist,Central,Contract,Executive,Non-Information Technology,5000,9900,Monthly,14,02 Apr 2024,"TOKIO MARINE CENTRE, 20 MCCALLUM STREET 069046",2,02 May 2024,"Roles & Responsibilities
Join our dynamic team as we embark on pioneering advancements in data science and advanced analytics. As a key member, you'll play a crucial role in driving insights, value, and innovation from data, shaping the future of revenue collection systems.

Main Responsibilities:
Define data science and advanced analytics requirements, create data exploitation models, recommend tool selection, and collaborate closely with Revenue Collection system Business Leads and Experts to derive insights and value from data.
Planned, executed, and delivered advanced data analytics and scenario modelling.
Lead activities for use case capture, model building, problem analysis, data exploration, and integration.
Research existing products and machine learning/deep learning models, propose improvements and industrialize the product.
Participate in model demonstration and validation with end customers, providing analysis and evidence of model performance for production and operation.
Collaborate with the product leader, domain expert, and software development team to ensure successful delivery.
Requirements:
Bachelor's or Master's Degree in Data Science or related field.
Minimum 2 years of experience in artificial intelligence algorithms with a proven track record in implementing Deep learning solutions.
Previous experience in an innovation environment is advantageous.
Understanding of algorithm design and development, from database preparation to algorithm industrialization.
Experience in developing and deploying computer vision algorithms for real-world applications.
Proficiency with Python, TensorFlow, Keras, PyTorch, Pandas, Jupyter Notebook, and GitLab.
Experience in software development, MLOps, and data engineering (ETL pipeline implementation) using Spark, Flink, or Pandas is highly recommended.
Previous experience in Mass Rapid Transport systems such as fare collection or Metro station data analytics systems is highly recommended.
Previous experience in video analytics, performance, and image process optimization is desirable.
Strong analytical and problem-solving skills.
Excellent project and time management skills with experience in Agile techniques.
Ability to work both independently and in a team."
ARISTON SERVICES PTE. LTD.,,AI / ML Solution Architect,Islandwide,Full Time,Manager,Banking And Finance,8000,10000,Monthly,,,,12,,"Roles & Responsibilities
Role Description
Looking for an experienced and motivated GCP evangelist to create innovative solutions leveraging GCP Cloud for Retail Services. A successful candidate will bring thought leadership depth of experience with GCP services strategy and hands on experience with GCP centric architectures Migration applications to GCP and a willingness to be both a leader and contributor to the overall GCP eco system.
Design and innovate technical solutions & services for client’s requirements.
Own the architectural and technical directions and delivery quality.
Create POCs and assist team in fast tracking development.
Provide solution architecture and involve in technical analysis of requirements, review new/current design, develop architectural frameworks,
Analyze and evaluate existing architecture and prescribe new technology upgrades and architectural solution on cloud/on-premise platforms.
Participate in technical analysis and architectural workshops with client architects, program management, business/ technical analysts to translate new opportunities into full lifecycle product components and strategize their project implementations.
Should be able to Independently design, review and implement complex business/technical features explore patterns.

Must bring the following primary skills:
Overall, more than 12 years of experience in Data Science and AI / ML domain.
Excellent understanding of machine learning techniques and algorithms, such as GPTs, CNN, RNN, k-NN, Naive Bayes, SVM, Decision Forests, etc.
Analytical mind and business acumen and Strong math skills (e.g. statistics, algebra)
Experience with common data science toolkits, such as TensorFlow, KERAs, PyTorch, PANDAs, Microsoft CNTK, NumPy etc. Deep expertise in at least one of these is highly desirable.
Interested qualified candidates may revert along with your updated resume.

Thank you and regards,

Ariston Services Team"
HAYS SPECIALIST RECRUITMENT PTE. LTD.,,Data Engineer,Central,Permanent,Executive,Information Technology,6000,8500,Monthly,25,01 Apr 2024,"UOB PLAZA, 80 RAFFLES PLACE 048624",3,01 May 2024,"Roles & Responsibilities
My client is a global leader in the supply chain industry and is looking to hire a Data Engineer (Azure) in Singapore.

Job Responsibilities
Experience with Azure data engineering.
Ensure data quality and troubleshooting while maintaining data warehouse.
Develop and manage data pipelines for processing data from data lakes to data warehouse.
Maintain data science tools, ML resources.
Adhere to data analytics policies and execute best practices.
Foster a data-driven culture within the organisation.
Requirements
Degree in relevant studies like Computer Science.
Minimum 3 years’ experience in data engineering.
Familiar with the usage and processes of data warehouses and modelling.
Experience with Azure Cloud environment is a must.
Good communication skills and stakeholder management.
If you're interested in this role

Forward an updated copy of your CV to Lijie Ong at lijie.ong@hays.com.sg.

Hays Registration Number: R22108533, EA License: 07C3924, Company Registration Number: 200609504D.
----"
OKRATIN SOLUTIONS PTE. LTD.,Recommended based on your skills & job applications,RESEARCH AND DEVELOPMENT (R&D) DIRECTOR,Central,Full Time,Senior Management,Engineering7 Years Exp,20000,33000,Monthly,,,"SGX CENTRE I, 2 SHENTON WAY 068804",7,,"Roles & Responsibilities
About:
Okratin is a part of the Deel Solutions offering, specialized in global consulting services. Our experts help our customers execute on global projects and are experienced in various domains, including software development, product management, data science, finance, marketing, business development and more.

Responsibilities:
Work on pre-training, distributed training across large GPU clusters to optimize inference throughput of a custom neural net architecture.
Continual learning to train AI models on user feedback using reinforcement learning (RL).
Implement interfaces to allow our AI models to interact with real-world tools or APIs.
Design, test, and optimize new neural net architectures.
Scrape large internet-scale data sets (e.g., YouTube) for use in training models.
Collaborate with cross-functional teams to deliver scalable, high-quality AI products.
Work with product managers and researchers to understand product requirements and design models that meet those requirements.
Help deploy and maintain AI models in production.
Requirements - -
MS or PhD in Computer Science or related field with a focus on Machine Learning.
7 years experience working on pre-training, distributed training, and optimization of neural net architectures.
Strong programming skills in Python and experience with deep learning frameworks such as TensorFlow or PyTorch.
Experience with RL and continual learning.
Experience implementing interfaces to allow AI models to interact with real-world tools or APIs.
Experience working with large internet-scale data sets.
Strong problem-solving and communication skills.
Ability to work independently and collaboratively in a fast-paced startup environment.
If you are passionate about building aligned, superhuman AI and want to work with a talented and driven team, we encourage you to apply for this exciting opportunity."
QUBE RESEARCH & TECHNOLOGIES SINGAPORE PTE. LTD.,,Quantitative Trader,Central,Permanent,Professional,Banking And Finance,11250,22500,Monthly,10,01 Apr 2024,"SIX BATTERY ROAD, 6 BATTERY ROAD 049909",3,15 Apr 2024,"Roles & Responsibilities
Your future role within QRT
Your core objective is to construct trading portfolios in equity and execute equity systematic strategies
By carrying analysis on diversified datasets and market dynamics (slippage/access/pattern), you will identify trading opportunities in equity portfolios
Share and discuss research results, methodology, data sets and processes with other researchers
Implement the signals and the relevant datasets within the global execution platform
Monitor signal behaviour and model performance over time
You would lead the full strategy research cycle from signal generation to implementation
Your present skillset
Min 3 years of relevant experience
Strong understanding of equity market dynamics (slippage/access/pattern) and knowledge in equity portfolio construction
Advanced degree in a quantitative field such as data science, statistics, mathematics, physics or engineering
Strong knowledge in statistics, machine learning, NLP or AI techniques is a plus
Capacity to multi-task in a fast paced environment while keeping strong attention to detail
Coding skills required in at least one leading programming language (Python, R, Matlab and /or C++, C#)
Experience in exploring large datasets across multiple time frames is a plus
Intellectual curiosity to explore new data sets, solve complex problems, drive innovative processes and connect the dots between multiple fields
Capacity to work with autonomy within a collegial and collaborative environment
Strong capacity to communicate with technologists, data scientists and traders across the globe
Proven track record in delivering successful systematic strategies"
