title,company,location,link,description
Machine Learning Engineer,Arta Finance,Singapore,https://sg.linkedin.com/jobs/view/machine-learning-engineer-at-arta-finance-3840700366?refId=M1MkGCm8Y2XMT2lXTF09DQ%3D%3D&trackingId=lGCIl1IpIozktNaCGnEQ5Q%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card,"The roleArta Finance is on an audacious and incredibly rewarding mission: to pave the way for people everywhere to lead more successful financial lives. We are looking for research engineers to build great technology that drives this mission forward. We value trust, teamwork, and adaptability.As a Machine Learning Engineer at Arta, you will work closely with a group of talented and experienced people coming from all over the world with strong technical backgrounds. By applying your expertise in machine learning and engineering, you will play a key role in bringing simplicity (and excitement!) to an increasingly complex financial world. Finally, you will interface with an amazing community of product leaders, designers, and software engineers to bring Arta's financial AI solutions to life.What You Will DoSurvey the latest research in areas such as natural language processing and large language models, computer vision, deep learning, and general machine learning to help build innovative AI solutions that drive our productExecute across the end-to-end machine learning lifecycle in areas such as data collection and sanitization, data pipeline, model training and evaluation, production releases, and service deployment..Engage in strategic discussions and help build tactical road-maps & timelines for the AI research teamRun ad-hoc data science studies to explore new ideas and present to the broader teamWork closely with different functions to promote new ML solutions to production and iterate on existing onesWrite clean, concise, and well-tested code to support automated machine learning processesWho You AreYou have a degree in Computer Science, Machine Learning, Data Science, or equivalent practical experienceYou have 2+ years of experience working on ML technologies/methodologies (including infrastructure work)You have experience with developing with deep learning framework such as PyTorch or Tensorflow in Python and / or C++ and with distributed computing systemsYou have a proven track record of being able to work collaboratively, independently, strategically and with sound judgmentYou have a solid understanding of computer architecture for performance profiling and optimizationYou are excited about joining a fast-paced startup environmentYou have excellent verbal and written communication skillsYou are currently located in Singapore



        
            Show more
          

          



        
            Show less"
User Data Science,NetEase Games,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/user-data-science-at-netease-games-3836792381?refId=M1MkGCm8Y2XMT2lXTF09DQ%3D%3D&trackingId=CTd7hkMC032fu0BUurg8rw%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card,"【About NetEase Games】  NetEase Games, the video games division of NetEase, Inc., is a leading global video game developer and publisher, with operations in nine countries including owning global games studios that operate independently in North America, Europe, and Japan. NetEase Games works with other industry leaders and premium intellectual property holders to co-develop, distribute and market video games and content to players globally. Since our founding in 2001, we have developed or published hundreds of mobile, console and PC video games. 【Job Description】 Provide data analysis support throughout the entire lifecycle of game development, including project initiation, testing, long-term product optimization, and refined operations.Establish data metrics and forecasting/monitoring systems for various business functions, capable of monitoring and quickly identifying anomalies, proposing analytical approaches, and clarifying problems and causes.Develop a North Star metric system and related growth models, in collaboration with the product team to set stage-specific optimization goals. Capable of effectively analyzing and pinpointing issues, uncovering needs, and providing optimization recommendations for game commercialization, system gameplay, and event design.Conduct data mining and statistical modeling analysis on user characteristics and gaming behavior data and leverage third-party backend data and external information to support the construction of user profiles and the optimization of ad placements.【Job Requirements】 A bachelor’s degree or higher in Computer Science, Statistics, Mathematics, or a related field is required.A minimum of three years' experience in data analysis within the gaming industry is preferred, with a focus on product data analysis and extraction.Proficiency in SQL and Python, with demonstrated expertise in database management systems such as Hive and MySQL. Experience with large-scale data processing is highly regarded.A keen sense of data sensitivity, strong logical reasoning capabilities, and a proven track record in analytical problem-solving.The ability to learn rapidly, work autonomously, and take responsibility for projects, complemented by strong communication and presentation skills.Fluency in Mandarin Chinese is essential. Excellent proficiency in English, encompassing reading and writing, with speaking and listening skills considered a significant advantage.



        
            Show more
          

          



        
            Show less"
Data Science Analyst,Synapxe,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-science-analyst-at-synapxe-3824501876?refId=M1MkGCm8Y2XMT2lXTF09DQ%3D%3D&trackingId=bodCTKF8n8n2PiQlAPhnew%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card,"Position OverviewData Science Analyst role supporting Healthcare Analytics workstreamsWe are expanding our strong data science team and are looking for talented AI practitioner with applied experience in the fields of Machine Learning and Deep learning to join us. This role is best suited for candidate that is interested in developing new AI application that has a direct and immense, real-world healthcare impact.You need to have a deep passion for analyzing and resolving healthcare problems. You display an intellectual curiosity about the business needs as well as the capability to engage with stakeholders to understand business issues.Role & ResponsibilitiesAnalyze data, Scope out problem definition and hypothesis for analysis for image/signal data (such as EEG, ECG) related use case Responsible for image analysis, synthesis and other aspects of algorithm development, including visual recognition, object detection, segmentation and signal data pattern recognition etc. Responsible for the exploration of cutting-edge technology in image/signal data related algorithms and ensure the technologies get successfully applied.Design experiments to test data assumptionsEvaluate experiment outcomes to draw actionable conclusionsDeploy data models across different channels and customer platformsPartner with stakeholders to translate business problems into data science projectsDevelop strategies to identify, acquire and use appropriate data sets to develop practical solutions and support decision makingMaintain an advanced knowledge of trends affecting the industrySynthesize findings into actionable insightsApply data analysis, data mining and data processing to present data clearlyProvide rationale, business cases and ROI models to support investmentRequirementsPhD or Masters in a quantitative field such as Mathematics, Statistics, Information Technology, Physics, Engineering, Finance or equivalentSolid research and engineering background and experience in computer vision, deep learning, and image/signal data processing/analysis algorithms.Good experience with Python or R is prerequisiteGood experience with Deep learning framework e.g. Tensorflow, keras, Pytorch is prerequisiteHands on experience in the development of image classification, object detection, segmentation, signal data pattern recognition or related is preferred.Good experience with SQL and/or NoSQL is preferredPreferably, 3 years of relevant working experience. Proven communication skill to explain insights from technical work to non-technical audience through presentation or other meansAbility to work independently.Model deployment experience is preferred.Apply NowNOTE: It only takes a few minutes to apply for a meaningful career in HealthTech - GO FOR IT!!
        


        
            Show more
          

          



        
            Show less"
Python Developer,Unison Consulting,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/python-developer-at-unison-consulting-3864954519?refId=M1MkGCm8Y2XMT2lXTF09DQ%3D%3D&trackingId=ET1XKY4pL72L4ejWZ2sUyQ%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card,"Develop and maintain Python-based applications and toolsWrite clean, efficient, and maintainable codeCollaborate with cross-functional teams to design, develop, and deploy new featuresTroubleshoot and debug issues in existing codebaseOptimize application performance and scalabilityParticipate in code reviews and provide constructive feedbackStay up-to-date with industry best practices and emerging technologiesRequirementsProven experience as a Python Developer LLM Exposure: Code Llama , Star Coder , DeepSeek Coder. SAS: Basics. Nice to Have: Rag Architecture , Langchain, GPU experience , Fine Tuning Model. Strong proficiency in Python programming languageExperience with Python frameworks such as Django, Flask, or PyramidKnowledge of web development technologies such as HTML, CSS, and JavaScriptFamiliarity with relational databases (e.g., MySQL, PostgreSQL) and ORM libraries (e.g., SQLAlchemy)Experience with version control systems (e.g., Git)



        
            Show more
          

          



        
            Show less"
Data Scientist,Thales,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-scientist-at-thales-3853850757?refId=M1MkGCm8Y2XMT2lXTF09DQ%3D%3D&trackingId=UVASCo7WDcSAK9EYEbBCkw%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card,"Location: Singapore, SingaporeThales people architect solutions that support 85 million mainline and suburban passenger journeys, worldwide, every day. Our Rail Signalling and Communication systems are used on metro lines across major cities, and 72,000 kms of route, 52,000 trains per day in 16 countries are controlled by our Traffic Management Systems. Together We deployed the first-ever nationwide ticketing system which processes over 50 million ticketing transactions in 100 cities daily.Thales established its presence in Singapore in 1973 to support the expansion of aerospace-related activities in the Asia-Pacific region. Throughout the last four decades, the company grew from strength to strength and is today involved in the primary businesses of Aerospace (including Air Traffic Management), Defence & Security, Ground Transportation and Digital Identity & Security. Thales today employs over 2,100 people in Singapore across all its business areas.As Ground Transportation Systems (GTS), we are advancing rail signalling and safety solutions to ensure safe and efficient railway operations worldwide.Our technologies help to bring billions of people reliably to their destinations by rail every year – making sustainable mobility a reality.Data Scientist (Ref.No. R1005114 )at our location in SingaporeYou will enjoy having these responsibilities:Responsible for defining the data science and advanced analytics requirements and use cases, creating data exploitation models, recommending tool selection and working closely with Revenue Collection system Business Leads and Expert to create insight and value from dataResponsible for planning, executing and delivering advanced data analytics and scenario modelling,Leading the activities for use case capture, building models, problem analysis, data exploration and data collection and integration,Researching existing product and machine learning/deep learning model, proposing improvement and industrializing the product,Participating in model demonstration and validation with end customer, providing analysis and evidence of the model performance to demonstrate that the model is fit for production and operation,Working with the product leader, domain expert and the software development team to ensure the success of the delivery. You have:Bachelor or Master Degree in Data Science or related field,Minimum 2 years of experience working in artificial intelligence algorithms and a proven record of accomplishment in the implementation of Deep learning solution based,Previous experience working in an innovation environment would definitively be an advantageHave understanding of algorithms design and development, from the preparation of the database to the industrialization of the algorithms,Experience in developing and deploying computer vision algorithms for real world applicationsExperience in using deep learning algorithms (supervised and un-supervised) and application in data analytic such as image or object classification, object detection,Experience in feature extraction from data stream such as video or images, and integrating the data output to train deep learning model,Proficiency with Python, TensorFlow, Keras, PyTorch, Pandas, Jupyter Notebook, GitLab,Experience in software development, MLOps, and data engineering (ETL pipeline implementation) using Spark, Flink or Pandas is highly recommended,Previous experience working in Mass Rapid Transport system such as fare collection or Metro station video data analytic system is highly recommended,Previous experience working in video analytics, performance and image process optimization is desirable. Outstanding analytical and problem solving skills,Excellent project and time management skills with experience of Agile techniques,Ability to work in a team and on own initiative,Experience in developing and deploying computer vision algorithms for real world applicationsOur Talent Acquisition Team is looking forward to hearing from youWe look forward to receiving your application in just a few clicks via our career portal.For further information about Thales and GTS as an employer visit us on https://www.thalesgroup.com/en/careerAbout UsOur motivation is the mobility turnaround. To achieve this, our teams find innovative products and solutions that ensure the operation and reliability of the entire rail network and increase capacities on the rails.Our projects are diverse. To make our teams even stronger, we are looking for your support. In return, we offer you an attractive overall package with the following benefits:Stronger together: Networking through internal networks and working in international teamsOur drive: Together, we are laying the foundations for the digitization of the rail around the world, to get people safely to their destinations and to their loved ones!Attractive conditions: A secure and permanent job with a global companyNotesEqual opportunities and self-determined participation of severely disabled persons and persons of equal status as well as respectful cooperation are firmly anchored principles within the Thales Group and its subsidiaries. We also aim to offer all our equal opportunities to start a career and to receive training and further education in our company. We consciously promote diversity and togetherness in our teams.At Thales we provide CAREERS and not only jobs. With Thales employing 80,000 employees in 68 countries our mobility policy enables thousands of employees each year to develop their careers at home and abroad, in their existing areas of expertise or by branching out into new fields. Together we believe that embracing flexibility is a smarter way of working. Great journeys start here, apply now!
        


        
            Show more
          

          



        
            Show less"
Machine Learning Engineer - Trust and Safety Platform,ByteDance,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/machine-learning-engineer-trust-and-safety-platform-at-bytedance-3834861697?refId=M1MkGCm8Y2XMT2lXTF09DQ%3D%3D&trackingId=xIvPTZ9xbo0NWR61KO%2BxGQ%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. Why Join UsAt TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world.1. Build industry-leading content safety systems for TikTok;2. Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies;3. Understand product objectives and improve trust and safety strategy and model's performance;4. Work with cross-functional teams to protect TikTok globally.Qualifications1. Major in computer science or a related technical discipline;2. At least 3 years of experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. a) Experience in the recommendation, search, advertising, or other related projects.b) Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.;c) Competition experience in machine learning, data mining, CV, NLP and others.3. Experience in content moderation or trust & safety is a plus;4. Well understanding of data structures and algorithms;5. Great communication and teamwork skills;6. Passion for techniques and solving challenging problems. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.



        
            Show more
          

          



        
            Show less"
Research Scientist,HyperGAI,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/research-scientist-at-hypergai-3865876246?refId=M1MkGCm8Y2XMT2lXTF09DQ%3D%3D&trackingId=GUAkbC8VGK6hzmrcU6zcqg%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card,"Job Title: AI Research Scientist About HyperGAIHyperGAI is an applied AI research company innovating in multimodal generative AI technology and solutions. Our vision is to be the leading AI provider of Multimodal Generative (GenAI) solutions that empower individuals to unlock their creativity and improve workplace productivity. We are a fast-growing Generative AI deep-tech startup, founded by globally renowned AI thought leaders and a group of exceptional AI experts, talented researchers and experienced engineers. The growth and success of HyperGAI are driven by our amazing employees who believe in the same mission and live with our core values of agility, innovation, trust and one-team. Join us! https://www.hypergai.com/  Job Details:We are looking for extraordinary research scientists in the Multimodal Generative AI field. As a research scientist, you discover new research problems, develop novel methods, train new models, design comprehensive experiments, and generally advance the state of the art in Generative AI. Research scientists have the opportunities of choosing their research agenda between fundamental research and applied projects, and the responsibilities of contributing for both research and product innovations.Candidates should have a strong background in one or more of the following fields in AI: Generative AI, multimodal GenAI, Computer Vision, Computer Graphics, etc. In addition, applicants should have in-depth problem-solving experience in real-world problems or product developments, such as image/video processing, image/video generation, language and vision, etc.Responsibilities:· Work on cutting-edge research in Multimodal GenAI, training large language models.· Find and build ambitious, long-term research goals.· Develop innovative solutions for real-world, large scale problems.· Lead teams to deliver on more complex applied research projects.· Senior researchers may advise junior research scientists or mentor interns.Qualifications:· PhD degree (or minimum Master degree) in computer science, computer engineering, electrical engineering, statistics, applied mathematics, artificial intelligence, data science or other related technical fields· Work experience with one or more of the AI related areas: Generative AI, Multimodal AI, Image Generation, Video Generation, Computer Vision, Multimedia, Computer Graphics· Deep experience with PyTorch and/or JAX· Familiar with modern deep learning libraries such as Transformers and Diffusers· Track record of publications at top-tier AI conferences or journals (e.g. NIPS, ICML, ICLR, ACL, EMNLP, CVPR, ICCV, KDD, PAMI, JMLR, TACL, IJCV, etc)· Minimum 1 years of experience in related positions· (preferred) Full time industry experience in AI research or product developments· (preferred) Familiar with Multimodal GenAI landscape and products· (preferred) Research experience in training large multimodal generation models such as image or video generationHow to Apply:Interested candidates you may contact us at Email: hr@hypergai.com an updated copy of your resume/cv. Your resume should INCLUDE:- Personal Particulars- Education background- Work experiences in point forms- Date of availability / Notice Period



        
            Show more
          

          



        
            Show less"
AMA Data Scientist,Procter & Gamble,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/ama-data-scientist-at-procter-gamble-3842893186?refId=M1MkGCm8Y2XMT2lXTF09DQ%3D%3D&trackingId=c2VduwoWsr2A2NBb6Xpx0w%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card,"Job LocationSingaporeJob DescriptionAs a Data Scientist in P&G, you build algorithms targeted at transforming strategic decisions and operations by bringing advanced analytics and cognitive science into our core work processes.Your teamThis position is part of the P&G Data Science Team. This role is located in Singapore and you will be part of regional Data Science team for Asia-Pacific Middle East (AMA) headquarters. You will report to IT Senior Manager and be accountable to a multi-functional team.What Success Looks LikeYou have a passion for using advanced machine learning methods to solve challenging Research and Development problems. You will do comprehensive model reviews to ensure they are sound in helping to grow our billion-dollar brands and broaden our consumer basis.You should be able to navigate across a diverse array of modelling applications, and provide advice and consultation to senior business leaders.Responsibilities Of The RoleDirectly contributes to the design and development of scaled Data Science algorithms.Applies technical knowledge to massive datasets with exploratory data analysis, feature engineering, and model building to deliver accurate and impactful algorithms.Quantifies improvement in business areas resulting from u algorithms. Works with Data and Software Engineering teams to productionize algorithmsJob QualificationsAt Least Bachelor Degree in Analytics, Data Science or related fieldFresh Graduates are welcome to applyExposure in model validation, back-testing, and other model risk management activities.Proven Foundation across full spectrum of ML Techniques (Traditional Methods, Deep Learning, Bayesian, etc), Statistics, Data Modeling, and Optimization.Strong written and verbal communication skills to influence others to actAbility to balance multiple prioritiesGood social skills, self-motivated, dynamic and can-do attitudeStrong enthusiasm and curiosity about the intersection of business and technologyPreferred Experience with Analytical Tools/Applications including:Unix/LinuxBig Data Ecosystem: Databricks, Spark, SQLDeep Learning frameworks: Keras, TensorflowScientific Computing: Python, C++, Java, Scala,High-Performance Parallel and Distributing ComputingGCP, Azure, or AWSAbout UsWe produce globally recognized brands and we grow the best business leaders in the industry. With a portfolio of trusted brands as diverse as ours, it is paramount our leaders are able to lead with courage the vast array of brands, categories and functions. We serve consumers around the world with one of the strongest portfolios of trusted, quality, leadership brands, including Always®, Ariel®, Gillette®, Head & Shoulders®, Herbal Essences®, Oral-B®, Pampers®, Pantene®, Tampax® and more. Our community includes operations in approximately 70 countries worldwide.Visit http://www.pg.com to know more.Our consumers are diverse and our talents - internally - mirror this diversity to best serve it. That is why we’re committed to building a winning culture based on Inclusion and our ideal candidate is passionate about the same principle: you will join our daily effort of being “in touch” so we craft brands and products to improve the lives of the world’s consumers now and in the future. We want you to inspire us with your unrivaled ideas.We are committed to providing equal opportunities in employment. We do not discriminate against individuals on the basis of race, color, gender, age, national origin, religion, sexual orientation, gender identity or expression, marital status, citizenship, disability, veteran status, HIV/AIDS status, or any other legally protected factor.Job ScheduleFull timeJob NumberR000096815Job SegmentationRecent Grads/Entry Level (Job Segmentation)
        


        
            Show more
          

          



        
            Show less"
"Staff Data Scientist, Product, Google Search",Google,Singapore,https://sg.linkedin.com/jobs/view/staff-data-scientist-product-google-search-at-google-3846205740?refId=czSSPlM%2Blg46lj8mK0TVoQ%3D%3D&trackingId=BwA%2FKPAAzIGkjPQmH5dE%2Fg%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card,
AI/ML Engineer - Autonomous Driving,Hashlist,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/ai-ml-engineer-autonomous-driving-at-hashlist-3850341892?refId=czSSPlM%2Blg46lj8mK0TVoQ%3D%3D&trackingId=C17cOM6iKz2RyQGJv9%2BtiA%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card,
Python Developer - Up to SGD$150k Elite Tech Firm,Hunter Bond,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/python-developer-up-to-sgd%24150k-elite-tech-firm-at-hunter-bond-3862617471?refId=czSSPlM%2Blg46lj8mK0TVoQ%3D%3D&trackingId=pUmO%2B7ni3SH0K%2F2GxyrC7g%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card,"Job Title: Software Engineer - PythonCompany: Elite FinTech OrganizationCompensation: Competitive Salary of Up to $150,000 SGD+ BonusLocation: Singapore - HybridHighlights: Pioneering Technology, Ownership of Innovative Greenfield Projects, Minimal Bureaucracy, Collaborative Work Environment, State-of-the-Art Offices, Personal Projects Encouraged!Primary Responsibilities:Spearheading deployments through Continuous Integration/Continuous Deployment (CI/CD) processes.Establishing and configuring AWS infrastructure to support real-time, highly scalable solutions.Close collaboration with Machine Learning (ML) Engineers to drive innovation.Abundant opportunities for personal and professional growth, with a potential path to management.Skills and Qualifications:Proficiency in Amazon Web Services (AWS).Strong understanding of CI/CD practices.Expertise in Python programming (knowledge of other programming languages is a plus).Familiarity with configuration management tools is beneficial.Exposure to the Elastic Stack is a significant advantage.Join a dynamic team where you can make a real impact, working on cutting-edge projects, and enjoy the flexibility of a hybrid work arrangement. If you're passionate about technology and innovation, this opportunity could be your ideal fit. Email me - hogundapo@hunterbond.com.



        
            Show more
          

          



        
            Show less"
Data Scientist - E-commerce Search&Recommendation,TikTok,Singapore,https://sg.linkedin.com/jobs/view/data-scientist-e-commerce-search-recommendation-at-tiktok-3622331467?refId=czSSPlM%2Blg46lj8mK0TVoQ%3D%3D&trackingId=Dip9neAfnaetYXf2I4UiZA%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. Why Join UsAt TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.The e-commerce data science team aims to maximize the efficiency of e-commerce transactions through quantitative techniques such as mathematical statistics and machine learning. At the same time, we are committed to building a more diverse, inclusive, candid and efficient working atmosphere. We sincerely invite excellent data scientists to join us in building a first-class e-commerce platform.What you will do？1. Use causal inference, Machine Learning and other technologies to actively explore opportunities in traffic, products, operations, strategies, etc.;2. Through keen insight into the business, Qualitative and Quantitative Analysis, model construction, and experimental verification, complete in-depth special project analysis and give strategic suggestions;3. Efficient communication with Cross-functional team, promote the implementation of strategy application and continuous optimization. Qualifications 1. Bachelor degree or above in computer, statistics, data science or related majors, master's and doctoral are preferred;2. Solid foundation in Machine Learning and Statistics, proficient in SQL, Python /R;3. Familiar with e-commerce search or recommendation strategies, relevant experience is preferred;4. Good at communication, proactive in work, have a sense of ownership, strong sense of responsibility, good teamwork ability and pressure bearing ability;5. Have strong curiosity and self-driving force, like to accept challenges, Aim for the Highest.[We also hope that you]1. Have excellent communication skills, an open mind, and positive critical thinking;2. Strong driving ability, open and inclusive, with the ability to actively think and explore, with a sense of ownership, and willing to bring positive impact to the team;3. When cooperating with XFN, there is no boundary, Always Day 1 . Hope to promote the change of the e-commerce industry, willing to make complex things bigger and better.TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.
        


        
            Show more
          

          



        
            Show less"
Expression of Interest: Data Scientist,Fingerprint for Success (F4S),Singapore,https://sg.linkedin.com/jobs/view/expression-of-interest-data-scientist-at-fingerprint-for-success-f4s-3831987218?refId=czSSPlM%2Blg46lj8mK0TVoQ%3D%3D&trackingId=nfm7E8JJTyOCWwUQ8K67Yw%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card,"We are inviting professionals in high-growth industries who are thinking about their next move or looking for a new opportunity to join our expanding talent pool.The F4S Talent Pool is a pilot project designed to:Help job seekers get discovered by our partners based on their anticipated hiring needs.Provide optional support and resources for job seekers in their career endeavors.Help individuals understand, and bring out the best in themselves and each other. The F4S Talent Pool process:Once you express your interest, you will be asked to complete the F4S work style assessment which measures 48 key attitudes and motivations in the context of work. On completion, you will be automatically added to our growing talent pool and contacted as new opportunities arise.About Fingerprint For Success (F4S)Backed by 20+ years of research, F4S’s revolutionary predictive analytics have achieved over 90% reliability in forecasting personal and team motivations, behaviors, and performance. Ultimately, we help people find purpose and fulfillment at work, and help build and scale high-performing teams.Keep in mind, joining our talent pool does not guarantee a job offer. We aim to balance your technical skills with the results of your F4S work style assessment to match the hiring needs of our partners.Your feedback is a gift! Write to us via:Powered by JazzHR7ytz3Puvic
        


        
            Show more
          

          



        
            Show less"
Software Engineer (Python/React) Up to SGD$200k,Hunter Bond,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-python-react-up-to-sgd%24200k-at-hunter-bond-3862634296?refId=czSSPlM%2Blg46lj8mK0TVoQ%3D%3D&trackingId=pb6RJjO5pPArh5SOUpAWPA%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card,"Job Title: Software Engineer (Python/React/Go) - Backend/FullstackClient: Quant Trading FirmSalary: Up to SGD$200 000 + Great bonus packageLocation: SingaporeResponsibilitiesTake responsibility for ownership of the full development lifecycle, all the way from product, design, and implementation, to testing, deployment and monitoringDesign, implement, test and deploy high performance backend systems and servicesImprove the scalability, reliability, security, and performance of our platformQualificationsB.S. or M.S. in Computer Science or related field or experience2+ years of software engineering experience, ideally in Python or React or GoTrack record of building and working with complex backend systemsPerksBest compensation in the marketOpportunity to build the company and infrastructure that powers this emerging asset classSoftware Engineers are treated as the companies #1 assetHeavy emphasis on upscaling you + invest in your developmentCollaborative environment📧 Interested in applying? Please click on the ‘Easy Apply’ button, or contact me at rwong@hunterbond.com.



        
            Show more
          

          



        
            Show less"
WeChat - Data Scientist,Tencent,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/wechat-data-scientist-at-tencent-3816968841?refId=czSSPlM%2Blg46lj8mK0TVoQ%3D%3D&trackingId=cO3X1zBc2HkOs8gzf0YdHQ%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card,"Work Mode:OnsiteResponsibilities:About WeChatWith over 1.2 billion users worldwide, WeChat is changing the mobile landscape by connecting people, services, and businesses in China and around-the world. The WeChat team in Singapore is responsible for managing and growing our core product including messaging and social networking for users around the world.Join the WeChat team and play an impactful role in keeping people around the world connected, help redefine how people use their mobile devices to communicate and interact online and to better understand user behaviour and preferences of users worldwide.Analyse behavioural trends to identify malicious activities and detect anomalies in the WeChat ecosystem via data analysis and machine learningDevise appropriate strategies to track fraudulent accounts and protect users from spam or fraudulent activityDeploy and maintain machine learned models to help detect malicious accountsRequirements:Bachelor degree in Computer Science, Data Science, Mathematics, Economics, or Statistics or similar quantitative fieldAbility to communicate complex ideas to non-technical stakeholders in a way they can easily understand and appreciate. Experience on building machine learning or deep learning solutionsGood knowledge of Python programming language, C/C++/Go programming language is preferredSelf-driven, innovative, collaborative, with good communication and presentation skills, able to translate between business and technical audiencesFluency in both English and Mandarin to deal with international stakeholders and stakeholders who are based in HQ



        
            Show more
          

          



        
            Show less"
Information Technology - Data Scientist (Data Science Track),Singapore Airlines,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/information-technology-data-scientist-data-science-track-at-singapore-airlines-3744649756?refId=czSSPlM%2Blg46lj8mK0TVoQ%3D%3D&trackingId=qyBUoywZymv2gGksQIOPtA%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card,
"Software Engineer (Python), Up to SGD$180k",Hunter Bond,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-python-up-to-sgd%24180k-at-hunter-bond-3856682556?refId=czSSPlM%2Blg46lj8mK0TVoQ%3D%3D&trackingId=0ZtC0XCwaKTrnw5lfJ0jBA%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card,"Job Title: Software Engineer (Python) - ReliabilityClient: Elite FinTech FirmSalary: Up to SGD$180k + BonusLocation: SingaporeMy client is an award-winning, tech-driven Quant trading firm run by Technologists & an absolutely lovely team! They are looking for software engineers to implement strategies within the firm’s automated trading framework.Role (Full Spec available):Delivering massive scalable, highly available and performant infrastructureDeveloping automation tools and scripts for deployment and incident managementWorking on building out and improving the firm's monitoring/observability solutionsTaking initiative on large-scale projectsAutomating anything and everything!Requirements:B.Sc. Computer Science, Software Engineering, etc.2-5 years working experience in Site Reliability, Python, shell scripting and/or Software DevelopmentExperience with Linux systemsPersonality!📧 Interested in applying? Please click on the ‘Easy Apply’ button. or contact me at rwong@hunterbond.com.



        
            Show more
          

          



        
            Show less"
