title,company,location,link,description
Data Analyst,The American Club Singapore,"Orchard, Central Singapore Community Development Council, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-at-the-american-club-singapore-3838512924?position=20&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=33lnKZLIMPOMuo2BUxhoag%3D%3D&trk=public_jobs_jserp-result_search-card,"ResponsibilitiesAbility to interpret data, analyze results using statistical techniques and provide ongoing reportsDevelop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and qualityAcquire data from primary or secondary data sources and maintain databases/data systemsIdentify, analyze, and interpret trends or patterns in complex data setsFilter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problemsWork with Senior management to prioritize business and information needsLocate and define new process improvement opportunities RequirementsDegree in Mathematics, Economics, Computer Science, Information Management or Statistics or relatedAt least 5 to 8 years proven working experience as a Data Analyst or Business Data AnalystTechnical expertise regarding data models, database design development, data mining and segmentation techniquesStrong knowledge of and experience with Microsoft Azure Database, MS SQL Server, SSIS, MySQL database, Power BI, Jet reports and other Business Intelligence Tools. Collecting and interpreting data & analyzing resultsReporting the results back to the relevant members of the businessKnowledge in Crystal reports/Qlik View/Excel VBA/ Python is a big advantage.Hands on experience in ETLIdentifying patterns and trends in data setsDefining new data collection and analysis processesExcellent verbal and communication skills and able to translate complex technical issues into plain English, easily digestible for customers and stakeholders.Strong relationship builder who develops and maintains relationships to help attain targets. Able to share information across teams, business lines.Good analytical skills and ability to investigate the source of a problem across several different systems if required.Comfortable working in a fast-paced, customer-focused organization, undergoing change. Flexible and able to adapt to new situations as the business demands



        
            Show more
          

          



        
            Show less"
Senior Data Analyst - Marketplace Product,Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/senior-data-analyst-marketplace-product-at-shopee-3861515829?position=21&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=6rDHazJUTzwhUXcRakDBxg%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description:Collaborate closely with product managers and internal stakeholders to understand their problems/requirements and deliver actionable insights to shape product strategyWork with large datasets to problem-solve, identify key business issues or opportunities, construct hypothesis, and investigate the “why” behind trends and observationsDrive visibility into product performance by defining and monitoring key business metrics Collaborate with stakeholders to ensure best-practice A/B test experimentation implementation, and analyse results to provide insightsDesign, build and maintain useful dashboards and reports to enable data-self serve for product managersCommunicate and present insights to key stakeholders and senior managementDevelop business domain expertise within MarketplaceRequirements:Bachelor's degree or above in Business Analytics, Statistics, Computer Science and Mathematics or a related science/tech fieldAt least 5 years’ of working experience as a Data/Business/Product/Customer Analyst, Consultant, or other related fields is preferredExpert knowledge in analytical tools such as SQL, ExcelHighly responsible and independent, with strong sense of ownershipStrong analytical, curious, business-oriented and written/oral communication skillsDemonstrates structural thinking, problem-solving, able to break down problems into actionable solution(s)Demonstrate good data visualisation and experience using its tools (e.g. Tableau, Data Studio)Keen learner, open to feedback and self-improvementExperience and strong working knowledge of various aspects of Data Analyst is preferred(Preferred) Programming knowledge such as Python and R(Preferred) Knowledge in Data Warehousing, ETL/ ELT processes(Preferred) Experience with big data ecosystem (Hadoop, Spark, Hive)



        
            Show more
          

          



        
            Show less"
Data Analyst (User Data Science),NetEase Games,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-user-data-science-at-netease-games-3847477588?position=22&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=Du3A2wVtYDAEiCUwhhyn9Q%3D%3D&trk=public_jobs_jserp-result_search-card,"NetEase Games NetEase Games, the video games division of NetEase, Inc., is a leading global video game developer and publisher, with operations in nine countries including owning global games studios that operate independently in North America, Europe, and Japan. NetEase Games works with other industry leaders and premium intellectual property holders to co-develop, distribute, and market video games and content to players globally. Since our founding in 2001, we have developed or published hundreds of mobile, console and PC video games. 【Job Description】 • Provide data analysis support throughout the entire lifecycle of game development, including project initiation, testing, long-term product optimization, and refined operations. • Establish data metrics and forecasting/monitoring systems for various business functions, capable of monitoring and quickly identifying anomalies, proposing analytical approaches, and clarifying problems and causes. • Develop a North Star metric system and related growth models, in collaboration with the product team to set stage-specific optimization goals. Capable of effectively analyzing and pinpointing issues, uncovering needs, and providing optimization recommendations for game commercialization, system gameplay, and event design. • Conduct data mining and statistical modeling analysis on user characteristics and gaming behavior data and leverage third-party backend data and external information to support the construction of user profiles and the optimization of ad placements. 【Job Requirements】 • A Bachelor’s degree or higher in Computer Science, Statistics, Mathematics, or a related field is required. • Good experience in data analysis within the gaming industry is preferred, with a focus on product data analysis and extraction. • Proficiency in SQL and Python, with demonstrated expertise in database management systems such as Hive and MySQL. Experience with large-scale data processing is highly regarded. • A keen sense of data sensitivity, strong logical reasoning capabilities, and a proven track record in analytical problem-solving. • The ability to learn rapidly, work autonomously, and take responsibility for projects, complemented by strong communication and presentation skills.



        
            Show more
          

          



        
            Show less"
"Data Analyst, Global Partnerships Sales Engine",Google,Singapore,https://sg.linkedin.com/jobs/view/data-analyst-global-partnerships-sales-engine-at-google-3836259346?position=23&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=vsf3xpO%2Ft44Inqv6otfX%2BA%3D%3D&trk=public_jobs_jserp-result_search-card,"Google will be prioritizing applicants who have a current right to work in Singapore, and do not require Google's sponsorship of a visa.Minimum qualifications:Bachelor's degree or equivalent practical experience.3 years of experience in analysis, operations, project management, or a similar role.Experience using SQL.Preferred qualifications:Experience using business generation or Ad serving solutions (e.g., Google Ad Manager, AdMob, DV360).Experience in streamlining operational processes (e.g., automation).Understanding of online advertising solutions (e.g., Ad serving, business generation) and key platforms and trends (e.g., desktop, mobile, video).Ability to operate in a changing industry and work well with a team.About The JobIn this role, you will be part of the Sellside Global Scaled Solutions team, which supports the publishers and helps drive accelerated business growth for them through our publisher business generation and platform solutions. The Global Partnerships Sales Engine (GPSE) team is a critical part of driving operational efficiency and scale in support of our publisher business generation and platform solutions. The GPSE team centralizes work away from sales teams so that business leaders can concentrate their efforts on client-specific activities.As a data analyst on the GPSE team, you will have the opportunity to work with an extensive range of cross-functional teams on the Global Partnerships side of the business, to further evolve and scale GPSE support. You will also be managing the contracting and billing functions for GPSE.The Global Partnerships organization is responsible for exploring new opportunities with Google's partners. Google’s Global Partnerships team works with a wide range of partners to bring the best of Google to power their business. The Global Partnerships team supports Google’s own Product teams with essential partnerships to help Google’s user experiences in advertising, Search, Assistant, Maps, Travel, Shopping, Payments and more. Teams create product-enabling partnerships, go-to-market strategies and incubate business growth for a variety of products.ResponsibilitiesSupport Sales users via optimization, reporting and troubleshooting support.Maintain high service levels through meeting or exceeding CSAT, timeliness and efficiency goals.Support implementation and optimization for Google’s Programmatic business generation and Platform solutions.Provide consult and technical support to a global vendor team.Contribute proactively to the analysis and optimization of processes, internal tools and product to drive efficiency and scale.Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .
        


        
            Show more
          

          



        
            Show less"
Data Analyst (Bank | Up to 5.5k),Adecco,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-bank-up-to-5-5k-at-adecco-3854908261?position=24&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=igW8p9egscMjbKICRZ8yCQ%3D%3D&trk=public_jobs_jserp-result_search-card,"We are looking for a Fraud Risk Analyst to be responsible for identifying and remediating potential mules/scam-related risks while providing strategic support to the Fraud Review Team. It will be a 12 months contractThe ideal candidate should demonstrable analytical skills along with a passion for research and discovery.2. Responsibilities-Use data driven insights to improve effectiveness and recommend process optimization(s)-Identify new and emerging fraud patterns using data analytics, reports and systems-Escalate complex or unresolved fraud risk to stakeholders as required-Educate stakeholders on emerging fraud threats-Embrace new approaches to increase efficiencies, improve fraud detection and reduce risk-Actively support the Group’s Anti-Fraud strategy and other related functions3. Requirements and skills-Self-initiated to resolve issues, with demonstrated ability to understand and identify appropriate solutions and/or alternatives-Strong interpersonal and communication skills-Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy-Honest and ethical with high levels of integrity and confidentiality4. Qualifications-Bachelors' degree in Mathematics, Computer Science, Information Management or Statistics or related-1-2 years’ experience as a Data Analyst or Business Data Analyst-Proficient in Microsoft Word, Excel, Power point-Proficient in Python and JavaScript; experience with SQL is preferred.-Experience with common data science toolkits, such as Pandas, NumPy, Pyppeteer, Matplotlib. Experience in ML toolkits such as scikit-learn is a plus.Next StepsPrepare your updated resume to amos.tan@adecco.comWe regret to inform only shortlisted candidates will be contacted



        
            Show more
          

          



        
            Show less"
"Senior Data Analyst, Regional BI & Planning",Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/senior-data-analyst-regional-bi-planning-at-shopee-3854969860?position=25&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=ivREcQH4tCv69WZVF%2F9cZA%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description:Gather business requirements from different functional teams and translate them into suitable data tasksExtract and process large volume of data to meet business requirementsWork with various partner teams to ensure data accuracy and integrityProactively engage with stakeholders to perform data analysis for different business casesThink on your feet to troubleshoot issues with robust problem-solving structureConvert ambiguous business problems into concrete questions and hypothesis to be solved using data-driven multi-disciplinary problem solvingProvide useful technical expertise and data insights to help shape business strategyRequirements:Bachelor's degree or higher in Information science, Engineering, Business Analytics, Statistics, Mathematics, or related fieldHighly proficient in Excel and hands-on experience with large amounts of data using SQL, Python, and/or SparkStrong analytical skills with work experience in data-driven analysis under pressureOutstanding in interpersonal communicationsAble to make analytical recommendations and provide business insights to the senior managementExperience in e-Commerce or the internet industry preferred



        
            Show more
          

          



        
            Show less"
Data Analyst (Tech MNC/ SQL / Product Analytics / UP5.9K),Adecco,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-tech-mnc-sql-product-analytics-up5-9k-at-adecco-3853423985?position=26&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=iXkXaSucKX1ENPoUtFIPfA%3D%3D&trk=public_jobs_jserp-result_search-card,
Data Analyst - Market Insights,HoYoverse,Singapore,https://sg.linkedin.com/jobs/view/data-analyst-market-insights-at-hoyoverse-3832653511?position=27&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=RIggqUwhAnD%2F6l6%2BDLhPbQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Who Are We?At HoYoverse, we are committed to creating immersive virtual world experiences for players around the world. In addition to game products such as Genshin Impact, Honkai Impact 3rd, Tears of Themis, and Honkai: Star Rail, HoYoverse also launched the dynamic desktop software N0va Desktop, the community product HoYoLAB, and created a variety of products such as animations, comics, music, novels, and merchandise around our original creative concept.Adhering to our mission of Tech Otakus Save the World, we have always been committed to technology research and development, exploring cutting-edge technologies, and have accumulated leading technical capabilities in cartoon rendering, artificial intelligence, cloud gaming technology, and other fields.HoYoverse is actively engaged in globalization, with offices in Singapore, Montreal, Los Angeles, Tokyo, Seoul, and other areas.When you apply to a position with HoYoverse, we will process your personal data. To learn more about how we process your data, we encourage you to review our comprehensive Global Applicant and Candidate Privacy Policy. This policy provides detailed insights into how your information is collected, used, and protected throughout the application process.What You Will Do:Responsible for analyzing and strategizing the supply and distribution of global brand content for gaming, expanding the international influence of gaming content, and contributing to the Daily Active Users (DAU) and revenue of gaming projects.Evaluate and analyze the effectiveness of gaming-related activities on global content platforms and provide insights and recommendations for improving the effectiveness of various marketing activities.Conduct specialized research based on channels, platforms, Key Opinion Leaders (KOLs), etc., and provide valuable insights to support product design, iteration, and release.Enhance brand content infrastructure, assist in building a data metric system, create regular summaries of daily data monitoring dashboards, and propose solutions and recommendations for anomalies.What We Are Looking For:Passion for gaming with a good understanding of the global gaming market, ability to provide market hypotheses and validate them based on user feedback, and insight into market trends.Highly data-sensitive, with strong logical and structured thinking, self-driven, and excellent communication skills.More than 3 years of relevant work experience in data analysis, proficient in using data analysis and statistical tools such as SQL, Excel, Python, etc.We are an equal opportunity employer that believes diverse backgrounds are key to bringing our concepts to life. If you're looking to play a key role in creating the best immersive virtual world experience for our users, we invite you to join our team.
        


        
            Show more
          

          



        
            Show less"
Data Analyst,PrimeStaff Management Services,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-at-primestaff-management-services-3852789734?position=28&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=O%2BRrTufuRNKoupX2S7it5w%3D%3D&trk=public_jobs_jserp-result_search-card,"Data AnalystResponsibilities:Support data management activities within the Enterprise Data Warehouse, contributing to a major project initiative led by the Data Strategy Group.Collaborate with cross-functional teams to ensure the integrity, accuracy, and efficiency of data processing and analysis within the Enterprise Data Warehouse environment. Requirements:Bachelor's degree in Computer Science or related disciplinesA CAT-1 clearance or eligibility is essential for this position.Proficient in data analysis methodologies, with a demonstrated ability to extract actionable insights from complex datasets.Experienced in overseeing data reconciliation and quality assurance processes, encompassing implementation, continuous monitoring, and effective troubleshooting to uphold data integrity standards.Hands-on expertise with Oracle PL/SQL for proficient data manipulation and management.Demonstrated experience in conducting User Acceptance Testing (UAT) to validate system functionality and ensure alignment with business requirements.Ability to effectively manage Service Level Agreements (SLAs) and promptly address end-user queries to maintain optimal system performance and user satisfaction.Skilled in providing comprehensive documentation support, including technical and functional specifications, to facilitate transparency and clarity in system processes and requirements.Possesses a solid understanding of finance domain principles and practices to effectively align data management activities with organizational objectives and regulatory compliance.Strong problem-solving skills and logical thinking abilities to tackle complex data management challenges effectively.Experience with Snowflake and Denodo platforms is considered advantageous, although not mandatory.



        
            Show more
          

          



        
            Show less"
Senior Data Analyst,Klook,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/senior-data-analyst-at-klook-3830317790?position=29&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=xZLaWkkcKWpr1wMWTubZSQ%3D%3D&trk=public_jobs_jserp-result_search-card,"We are Asia’s leading platform for experiences and travel services, and we believe that we can help bring the world closer together through experiences.Founded in 2014 by 3 avid travelers, Ethan Lin, Eric Gnock Fah and Bernie Xiong, Klook inspires and enables more moments of joy for travelers with over half a million curated quality experiences ranging from the biggest attractions to paragliding adventures, iconic museums to rich cultural tours, and other convenient local travel services across 2,300 destinations around the world.Do you share our belief in the wonders of travel? Our international community of over 1,500 employees, based in 20+ locations, certainly do! Global citizens ourselves, Klookers are not only curating memorable experiences for others but also co-creating our world of joy within Klook.We work hard and play hard, upkeeping our high-performing culture as we are guided daily by our core beliefs - Push boundaries, Ask For and Give Feedback, Take Ownership, and Help Each Other.We never settle and together, we believe in achieving greater heights and realizing endless possibilities ahead of us in the dynamic new era of travel. Care to be a part of this revolution?Responsibilities:Analyze business requirements and assess their alignment with the data team's scope of responsibilities.Collaborate with stakeholders to document and scrutinize business processes, create data dictionaries, and generate entity-relationship (ER) diagrams supporting the development of data models.Develop and maintain Data Requirements Documents (DRDs) outlining data model specifications. Oversee data model development progress and facilitate acceptance testing.Create and update user manuals for data models, conduct training sessions to educate users on effective utilization, and provide ongoing support through various communication channels and Q&A sessions.Requirements:Bachelor's degree in a relevant field such as Computer Science, Statistics, or Information Systems. Advanced degrees are a plus.At least 4 years of proven experience in data analysis, data modeling, and understanding intricate business processes.Proficiency in SQL and data querying languages. Familiarity with Python is advantageous.Knowledge of data visualization tools (e.g., Tableau, Power BI) and data modeling tools (e.g., ERwin, Lucidchart).Excellent communication skills, capable of collaborating effectively with cross-functional teams, and translating technical concepts for non-technical stakeholders.Strong attention to detail, problem-solving skills, and the ability to prioritize tasks in a dynamic work environment.Preferred experience in product management or familiarity with product management methodologies.Klook is proud to be an equal opportunity employer. We hire talented and passionate people of all backgrounds. We believe that a joyful workplace is an inclusive workplace, one where employees from all walks of life have an equal opportunity to thrive. We’re dedicated to creating a welcoming and supportive culture where everyone belongs.Klook does not accept unsolicited resumes from any temporary staffing agency, placement service or professional recruiter (“Agency”). Klook will not be responsible for, and will not pay, any fees, commissions or other payments related to such unsolicited resumes.An Agency must obtain advance written approval from Klook’s Talent Acquisition Team to submit resumes, and then only in conjunction with a valid fully-executed agreement for service and in response to a specific job opening for which the Agency has been requested to submit resumes for. Klook will not be responsible for, and will not pay, any fees, commissions or other payments to any Agency that does not have such agreement in place or does not comply with the foregoing.



        
            Show more
          

          



        
            Show less"
Senior Data Analyst,Dyson,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/senior-data-analyst-at-dyson-3841759831?position=30&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=xs1gsXeCCK6smLGJ6ZjmGw%3D%3D&trk=public_jobs_jserp-result_search-card,"Part of an energetic and dynamic CITO groupBased in Singapore as part of a global data community, you will work within multi-disciplinary agile squads working alongside some of the best agile leaders, data visualisation specialists, data engineers, data scientists, machine learning engineers, and business specialists. The CITO group is tasked with ensuring engineering excellence as a basic standard for the delivery of Dyson Solutions, Services and Products.Who You AreYou think and dream all things data, enjoy working as part of an energetic and focused team that solves problems that have a direct line of sight to business value. You are consumed with automating anything that does not represent business value. You have a sense of ownership and enjoy hands-on technical work. Your values are important to us in the way you live and work.What You'll DoAs a Data Analyst in Singapore, you will work in multi-disciplinary agile squads delivering data products and services.Have minimally 5 years of relevant experienceDesign and augment data collection techniques, making appropriate for analysis and reducing manual effortAnalyse, model and visualise data from various sources (ie. BigQuery, SQL, Dataverse) for effective data storytellingWriting user stories and acceptance criteria for product deliveryWorking with Data Owners to productionise and enable self-service data products Active participation in ideation and discovery workshops to understand business pain-points, user requirements and business processesActively seek to understand customers’ data landscape, provide insights to complex questions, and assess their appropriate data quality needsIdentify automation opportunity as part of solutioning to simplify and optimize business processes/data flowsChampion process re-engineering and Agile practices across teams as we continuously improve process flowTHE DYSON TECH STACKWe take technology agnostic approach when solving problems for diverse business functions. Some of the common languages include working with Python, R, SQL, DAX and VB using visualisation tools such as Tableau, PowerBI, Looker and Neo4J and on cloud platforms such as AWS, GCP and Azure. You will be expected to stay abreast of industry trends and emerging technologies to keep pace with Dyson’s innovative culture.Our global reputation is priceless, and it always hangs on what we do next. Dyson is a unique technology enterprise. We are authentic, different and pioneering. Our biggest category today didn’t even exist a few years ago. Our next biggest category? That could be where you come in.Dyson is an equal opportunity employer. We know that great minds don’t think alike, and it takes all kinds of minds to make our technology so unique. We welcome applications from all backgrounds and employment decisions are made without regard to race, colour, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other any other dimension of diversity.
        


        
            Show more
          

          



        
            Show less"
"Internship, Data Analytics",Shangri-La Group,Singapore,https://sg.linkedin.com/jobs/view/internship-data-analytics-at-shangri-la-group-3854075412?position=31&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=wH7vir8mSPGYzUHbffVb1g%3D%3D&trk=public_jobs_jserp-result_search-card,"Shangri-La International Hotel Management Pte Ltd.Duties Process and verify the integrity of data used for analysis  Assist in the a ppl ication of data analysis techniques to transform data into actionable insights  Design automated tools and dashboards that are user-friendly  Create effective PowerPoint presentations, analysis and visualizations Requirements Studying for a Degree in one of the following areas: Computer Science, Statistics, Data Analytics, Economics  Proficient in Microsoft Power BI, Tableau, and programming languages (SQL, R, Python etc.)  Strong analytical skills and aptitude for numbers/data



        
            Show more
          

          



        
            Show less"
Data Analyst - Marketplace Product (2024 Fresh Graduates),Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-marketplace-product-2024-fresh-graduates-at-shopee-3777454584?position=32&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=Uj8RJS%2BOlJd%2BpdD56Pk2zQ%3D%3D&trk=public_jobs_jserp-result_search-card,
Business Data Analyst,ComfortDelGro Taxi,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/business-data-analyst-at-comfortdelgro-taxi-3853458477?position=33&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=toSRj6sKqoBXlZEZwdn9Gg%3D%3D&trk=public_jobs_jserp-result_search-card,"As the Business Data Analyst at ComfortDelGro's Private Mobility Group, you will be responsible for driving BI & analytics capabilities across multiple Business Units. You will collaborate with various stakeholders to understand business requirements and ensure data analytics solutions align with organizational goals.Job Responsibilities:Design, develop and maintain data marts as per BU requirementsEnsure data quality and integrity by implementing appropriate data governance and data management practices.Collaborate with IT teams & Data Engineers to optimize BI infrastructure, ensuring scalability and performance.Conduct in-depth data analysis using advanced statistical and analytical techniques to derive actionable insights and make data-driven recommendations.Identify trends, patterns, and correlations in data to support business decision-making.Develop and present comprehensive reports and dashboards that provide meaningful insights to stakeholders.Collaborate with cross-functional teams and stakeholders to understand business requirements and translate them into data analytics solutions.Present findings and insights to senior management and key stakeholders, effectively communicating complex information in a clear and concise manner.Requirements:Bachelor's degree in a relevant field such as Computer Science, Data Science, Statistics, or a related discipline. A master's degree is preferred.Minimum 1-3 years of relevant work experience.Expertise in data analytics, business intelligence, and data visualization tools and technologies.Strong knowledge of statistical analysis, data modelling, and data mining techniques.Proficiency in SQL and familiarity with at least one programming languages such as Python or R.Cloud experience, ideally with GCP.Experience in creating Dashboard by using Tableau & Power BI.Excellent analytical, problem-solving, and critical-thinking skills.Excellent communication and presentation skills, with the ability to effectively convey complex information to both technical and non-technical stakeholders.Demonstrated business acumen and ability to understand and align data analytics initiatives with organizational goals.



        
            Show more
          

          



        
            Show less"
Data Analyst,StarHub,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-at-starhub-3856754678?position=34&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=4ero1zXMuEILJPOx7D%2FD8Q%3D%3D&trk=public_jobs_jserp-result_search-card,"Department PurposeThe Customer Lifecycle Management (CLM) team at Starhub is dedicated to understanding, enhancing, and optimizing the customer journey. From acquisition to retention, the CLM team employs data-driven strategies to provide unparalleled customer experiences. Through a combination of data science, business intelligence, customer insights, NPS, and digital analytics, the CLM team ensures that Starhub's offerings are aligned with customer needs, leading to increased loyalty, satisfaction, and growth.Role PurposeThe Data Analyst is key to supporting data-driven initiatives within the CLM team at Starhub. Specializing in SQL, Tableau, and Python, the Data Analyst turns raw data into meaningful insights, helping both the team and wider organization understand key business metrics and customer trends in specific to SME accounts. By creating focused dashboards and conducting in-depth analyses, the Data Analyst aids in visualizing the narratives behind the data, contributing to more strategic and impactful business decisions. This role goes beyond merely generating reports; it involves dissecting and interpreting data to offer valuable recommendations, thereby playing an essential role in refining customer experiences and supporting Starhub's business objectives.Key Accountabilities Use SQL to collect data from various sources and clean it to ensure accuracy and readiness for analysis. Develop and maintain Tableau dashboards that transform raw data into actionable insights for business stakeholders.Use Python for complex statistical analyses and interpret the results to provide actionable business recommendations. Engage with business units to understand their specific data needs and translate these into analytics projects. Regularly create and present reports that track key business metrics, thereby influencing strategic decisions. Automate recurring reports and analyses using Python scripts, making data retrieval and insight generation more efficient. Collaborate closely with the BI Lead and other data-centric roles to ensure alignment and data integrity across projects Use SQL to collect data from various sources and clean it to ensure accuracy and readiness for analysis.Education LevelBachelor's degree in Computer Science, Information Systems, Business Analytics, or a related field. Master’s degree (preferred) in a related field.Required Experience And KnowledgeMinimum of 2-3 years of experience in a business setting focused on data analysis, insights, and recommendations. Proficiency in SQL, Tableau, and Python.Professional Qualification / Certification RequirementsPreferred certifications include Tableau Desktop Associate or Professional, and Python programming certifications like PCEP or PCAP.Job-Specific Technical SkillsProficiency in SQL for data extraction and manipulation. Expertise in Tableau for data visualization. Ability to use Python for advanced statistical analyses.Behavioural SkillsStrong analytical and critical thinking skills. Excellent communication abilities for presenting complex data. Team player with a proactive attitude. Adaptability to changing business requirements.
        


        
            Show more
          

          



        
            Show less"
Data Analyst,WhiteCoat Global,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-at-whitecoat-global-3761384366?position=35&pageNum=0&refId=9xXBPVdveQn2kp%2FdjOcsKg%3D%3D&trackingId=4yGMLQGqjzmH3aBpXDwXqA%3D%3D&trk=public_jobs_jserp-result_search-card,"[#wearehiring] [If you are not viewing this at our career site, please go to tinyurl.com/wcgcareers for a better application experience]WhiteCoat (www.whitecoat.com.sg) is a regional digital healthcare provider founded and headquartered in Singapore, offering on-demand telemedicine services and other services through innovation and data-driven technology. WhiteCoat’s core services include primary care teleconsultations, chronic disease management, health screening services and home-based medical services. As a digital healthcare leader, WhiteCoat partners with global insurance giant, AIA, large conglomerates and other government, and financial organisations to spearhead the way for wider access to affordable healthcare across the Southeast Asia region.Who are you?We are looking for a talented and enthusiastic Data Analyst to join our Data Science team. The successful candidate will be responsible for analyzing and interpreting complex data sets, providing actionable insights and recommendations to support business decision-making. This role will report to Jessica Koh, our Chief Data & Product Officer.Skills / Experience required:1-3 years of relevant work experience in Analytics or Data Science domainStrong skills in Python and SQLExperience with at least one data visualisation tool (Tableau, Google Data Studio, Qlik, PowerBI etc.)Undergraduate degree in a quantitative discipline (Data Science / Analytics, Statistics, Mathematics, Actuarial Sciences, Computer Science, Engineering, Life Sciences etc.)Good to have: Experience with cloud platforms (e.g. Amazon Web Services, Google Cloud Platform)What awaits you?Not just a front-row seat, but you will be on stage and be part of the action as we revolutionise healthcare. You will get to:analyse transactional, operational and customer data and provide relevant insights for operational decision-makingwork with cross-functional stakeholders to gather requirements, understand business needs and pain pointstranslate complex findings into simple visualisation and recommendations for business teamscreate and maintain automated report processes to promote self-service data culture within the companyprovide data expertise to support new product developments and featuresassist in building data products and driving innovation within the companyYou will also get to enjoy the following:healthcare and insurance benefits incentives for good individual and team performancesflexible work arrangements where possibleWhy Join Us?Great & Best Place To Work!We are A GREAT & BEST PLACE TO WORK! 92% of our employees say we are a great place to work compared to 53% of employees at a typical Global company. While people are at the centre of what we do as an organisation, we can only do so if we do right by our people. And we know we can only get better by bringing in talents like you to grow together as we strive to become the healthcare provider and the employer of choice.If you join us, you will become part of a diverse and inclusive team of passionate healthcare and technology professionals, a number that has been growing since we started in 2017. As we embark on our growth plan in the region, we will more than double our team as we move into 2023. Our team is led by some of the most experienced individuals in their respective fields.What should you do next?Go to our career page at tinyurl.com/wcgcareers, hit the apply button and we will be in touch!
        


        
            Show more
          

          



        
            Show less"
